UWI,Nombre del Pozo,"Profundidad Total 
(ft)",Departamento,Cuenca,Lat,Lon,"Coordenada
X","Coordenada 
 Y","Elevación GL
(ft)","Elevacion 
(m)","Temperatura en superficie 
(°C)","BHT
(°F)","BHT
(°C)","Profundidad BHT
(ft)","Profundidad BHT 
(m)",Temperatura de formación (°C),Gradiente Geotérmico Aparente (°C/Km),Año de actualizacion del dato,Distance_To_Nearest_Volcano (m),Radius (m),Number of Volcanoes Nearby,Moho_Depth (m),LAB,RHO_C,RHO_L,RHO_SL,FA,G_zz,G_xx,G_yy
CSBE0963,CASABE-963,3910,Antioquia,Valle Medio del Magdalena,7.019572,-73.935883,1016025.513441,1267681.256635,250.0,76.2,27.819,125.0,51.66666666666667,3846.0,1172.2608,54.91918453221108,23.117880024829866,2008.0,189830.8008349668,194830.8008349668,1,42290.49196613504,173816.80520795286,2780.070527312902,3345.3007057025516,3474.2668455415524,55.88839285645218,0.6176595690541214,-0.3485245323675901,-0.2626679472002058
CSBE0964,CASABE-964,3900,Antioquia,Valle Medio del Magdalena,7.018383,-73.933172,1016325.118785,1267549.86676,250.0,76.2,27.819,128.0,53.333333333333336,3834.0,1168.6032,56.572884723108565,24.605344845118143,2008.0,189903.64426285485,194903.64426285485,1,42306.55569932817,173786.5905724536,2780.100432309098,3345.304519525124,3474.2637303553147,55.9756543965768,0.6180392723355304,-0.348760219313426,-0.26279521000887207
CSBE0966,CASABE-966,3890,Antioquia,Valle Medio del Magdalena,7.016256,-73.927428,1016959.92695,1267314.762955,250.0,76.2,27.819,126.0,52.22222222222222,3846.0,1172.2608,55.47474008776663,23.591798077498307,2008.0,190094.60908079994,195094.60908079994,1,42340.699270675104,173712.21867297433,2780.156624930211,3345.308501150094,3474.254220078649,56.15064524579386,0.6187387917311601,-0.3492154466908893,-0.2630041130080613
CSBE0968,CASABE-968,4020,Antioquia,Valle Medio del Magdalena,7.018622,-73.937861,1015807.007838,1267576.126648,250.0,76.2,27.819,127.0,52.77777777777778,4020.0,1225.296,56.21988358416978,23.178794009096396,2008.0,189615.75893556266,194615.75893556266,1,42278.47458012848,173883.06038032225,2780.081975295722,3345.315709235353,3474.281222600968,55.86791949175301,0.6178471917216658,-0.34854054603744977,-0.26285152709298354
CSBE0969,CASABE-969,4000,Antioquia,Valle Medio del Magdalena,7.017347,-73.935194,1016101.710147,1267435.211977,250.0,76.2,27.819,129.0,53.88888888888889,3925.0000000000005,1196.3400000000001,57.22712156062811,24.581742281147594,2008.0,189677.844828188,194677.844828188,1,42294.321054502805,173855.75970598139,2780.1132500875055,3345.3204065515656,3474.278832123539,55.95634644179293,0.6182481178193445,-0.34878390745677823,-0.2629925805975011
CSBE0097,CASABE-97,3709,Antioquia,Valle Medio del Magdalena,7.045806,-73.920856,1017685.012379,1270583.017264,235.0,71.628,27.84186,114.8,46.0,3709.0,1130.5032,49.10533640288529,18.808859986318737,2008.0,193161.44836355597,198161.44836355597,1,42370.54124421107,172803.1614885393,2779.641612580168,3344.980569525928,3474.016091682191,55.57895849880022,0.6113148825983269,-0.34644644937203245,-0.2583138387221283
CSBE0970,CASABE-970,3920,Antioquia,Valle Medio del Magdalena,7.016353,-73.932294,1016422.183011,1267325.339369,250.0,76.2,27.819,129.0,53.88888888888889,3920.0,1194.816,57.221678564915145,24.60854103469919,2008.0,189780.8987325497,194780.8987325497,1,42311.64135721805,173816.31273362003,2780.1400816396035,3345.321614270598,3474.2735351745737,56.04298199555663,0.6185821610357004,-0.3490066612922946,-0.2630859898969748
CSBE0971,CASABE-971,3920,Antioquia,Valle Medio del Magdalena,7.015483,-73.929414,1016740.498131,1267229.281024,250.0,76.2,27.819,128.0,53.333333333333336,3920.0,1194.816,56.66612300935959,24.14356939424948,2008.0,189894.20076151492,194894.20076151492,1,42328.85579631946,173774.10895839668,2780.1646073262486,3345.3216222810383,3474.2674217875433,56.12605483745809,0.6188825169206069,-0.3492145936769591,-0.2631606920136734
CSBE0972,CASABE-972,3970,Antioquia,Valle Medio del Magdalena,7.014597,-73.926281,1017086.748601,1267131.397976,250.0,76.2,27.819,126.0,52.22222222222222,3970.0,1210.056,55.60955032720529,22.96633405991565,2008.0,190023.40641876383,195023.40641876383,1,42347.57015362872,173726.53618950548,2780.190213861827,3345.3209929651903,3474.260290158841,56.21478685113869,0.6191922381099334,-0.3494332601012754,-0.2632324987512918
CSBE0973,CASABE-973,4050,Antioquia,Valle Medio del Magdalena,7.016589,-73.936817,1015922.478485,1267351.294324,250.0,76.2,27.819,130.0,54.44444444444445,4050.0,1234.44,57.91953055021425,24.383955923507216,2008.0,189503.2076523608,194503.2076523608,1,42284.40592881586,173909.40721525613,2780.1222671613136,3345.3324172519597,3474.2904299640863,55.9390188904407,0.6183966248457176,-0.3487951473682328,-0.26313967180781656
CSBE0975,CASABE-975,3950,Antioquia,Valle Medio del Magdalena,7.015211,-73.931586,1016500.487601,1267199.10079,250.0,76.2,27.819,128.0,53.333333333333336,3844.0,1171.6512,56.58368913385822,24.55055662799494,2008.0,189726.12373904177,194726.12373904177,1,42315.805940283535,173828.08474602815,2780.163001955675,3345.3304942503014,3474.278094468863,56.08544993394158,0.6188929763499456,-0.3491539926501456,-0.26324497748176445
CSBE0976,CASABE-976,3950,Antioquia,Valle Medio del Magdalena,7.013611,-73.928833,1016804.719416,1267022.250523,250.0,76.2,27.819,127.0,52.77777777777778,3888.0,1185.0624,56.07578972268535,23.844136581065563,2008.0,189766.3680854441,194766.3680854441,1,42332.288180233576,173805.69116651788,2780.2003579200923,3345.3376883857004,3474.277150833677,56.18301079513934,0.6193752516691319,-0.3494318755270042,-0.26343231593156397
CSBE0977,CASABE-977,3850,Antioquia,Valle Medio del Magdalena,7.069222,-73.905306,1019402.144976,1273173.342436,250.0,76.2,27.819,122.0,50.0,3860.0,1176.528,53.2676633394018,21.63030827944749,2008.0,196275.14229107232,201275.14229107232,1,42416.15818536359,171776.1447407962,2779.2764674383498,3344.6568609838937,3473.7599839342815,55.32880890239953,0.6056298612582275,-0.3447072174189712,-0.2542781607670521
CSBE0979,CASABE-979,3800,Antioquia,Valle Medio del Magdalena,7.0746,-73.903864,1019561.203121,1273768.149245,250.0,76.2,27.819,126.0,52.22222222222222,3800.0,1158.24,55.425112599857144,23.834535674693626,2008.0,196850.67028597556,201850.67028597556,1,42412.39622227774,171576.4336659504,2779.185202996304,3344.583973254755,3473.7068506014566,55.223879856170335,0.604256132890047,-0.34422401204807695,-0.2533799127897099
CSBE0098,CASABE-98,3800,Antioquia,Valle Medio del Magdalena,7.062072,-73.906375,1019284.289973,1272382.55911,250.0,76.2,27.819,113.0,45.0,3800.0,1158.24,48.20289037763492,17.599021254347043,2008.0,195566.17935837765,200566.17935837765,1,42422.302522260594,172017.40332813258,2779.4013329098075,3344.748938768112,3473.825354789867,55.485053078349495,0.607472891914868,-0.34538619277581034,-0.2554474192348874
CSBE0981,CASABE-981,3800,Antioquia,Valle Medio del Magdalena,7.071014,-73.911014,1018771.398412,1273371.257613,250.0,76.2,27.819,120.0,48.88888888888889,3800.0,1158.24,52.091779266523815,20.956605942225977,2008.0,196061.75168352478,201061.75168352478,1,42392.48365120754,171844.01847539723,2779.2208651022233,3344.6492616923824,3473.7678695363084,55.163124064700405,0.6050032357757821,-0.3442900958884985,-0.2541032323497166
CSBE0982,CASABE-982,5400,Antioquia,Valle Medio del Magdalena,7.071933,-73.909025,1018991.10107,1273473.017376,250.0,76.2,27.819,130.0,54.44444444444445,5400.0,1645.92,59.481305424056394,19.236843482099005,2008.0,196274.09645122825,201274.09645122825,1,42398.613838886806,171772.220301501,2779.2122425085836,3344.6321628635137,3473.7516525585957,55.18214698668753,0.6048166344137326,-0.34427991603744945,-0.2539150121079207
CSBE0983,CASABE-983,3905,Antioquia,Valle Medio del Magdalena,7.067506,-73.904544,1019486.317112,1272983.530497,250.0,76.2,27.819,122.0,50.0,3905.0000000000005,1190.2440000000001,53.31647522438395,21.422057346547387,2008.0,196171.83039357988,201171.83039357988,1,42421.54047959005,171812.5677293538,2779.310564262419,3344.676504631475,3473.771649503636,55.38789427829136,0.6061001472632503,-0.3449116155988781,-0.2545391870151377
CSBE0099,CASABE-99,4000,Antioquia,Valle Medio del Magdalena,7.018717,-73.930106,1016663.952835,1267586.846171,289.0,88.08720000000001,27.759563999999997,116.6,47.0,4002.0,1219.8096,50.42235844682916,18.578960558130678,2008.0,190136.04636990174,195136.04636990174,1,42324.805262974725,173711.53605272804,2780.1036982434443,3345.292440296452,3474.2489792447313,56.034189520671625,0.6180380342176088,-0.348851828851105,-0.26268368451519447
CSBE0990,CASABE-990,3550,Antioquia,Valle Medio del Magdalena,7.062008,-73.910953,1018778.512401,1272375.305283,250.0,76.2,27.819,122.0,50.0,3549.9999999999995,1082.04,52.93691100908671,23.21347732901437,2008.0,195259.662191425,200259.662191425,1,42403.8517692195,172118.66466603547,2779.3844791452075,3344.7620668030795,3473.8447641359407,55.38976800393858,0.6073661588846679,-0.3452051270520065,-0.2555492638191289
CSBE0991,CASABE-991,4800,Antioquia,Valle Medio del Magdalena,7.061375,-73.908261,1019075.931975,1272305.376168,250.0,76.2,27.819,122.0,50.0,4800.0,1463.04,54.32541643364066,18.117355939441616,2008.0,195379.90464496487,200379.90464496487,1,42415.6426627731,172079.24592640757,2779.40648421451,3344.7625613540886,3473.8389758222243,55.46255729656165,0.6076044747805233,-0.34537980401261975,-0.25559660518451305
CSBE0994,CASABE-994,3655,Antioquia,Valle Medio del Magdalena,7.065681,-73.899047,1020093.749499,1272781.932075,250.0,76.2,27.819,124.0,51.111111111111114,3593.9999999999995,1095.4512,54.09436877850226,23.98588707420491,2008.0,196370.93358242323,201370.93358242323,1,42444.056407035525,171749.0436546439,2779.3658634644717,3344.684660673987,3473.764474459413,55.5490729850192,0.6067225197252589,-0.3453179745313264,-0.25472196491860594
CSBE0995,CASABE-995,3850,Antioquia,Valle Medio del Magdalena,7.067567,-73.899967,1019992.077852,1272990.481767,250.0,76.2,27.819,122.0,50.0,3850.0,1173.48,53.256843177042875,21.677270321644063,2008.0,196478.4334453447,201478.4334453447,1,42437.65113559631,171711.33589473888,2779.3281736751965,3344.6635139214573,3473.7521606915057,55.48256978401139,0.6062052168173281,-0.3450910588138151,-0.2544374097434068
CSBE0996,CASABE-996,5500,Antioquia,Valle Medio del Magdalena,7.071325,-73.906403,1019280.835034,1273405.851549,250.0,76.2,27.819,140.0,60.0,5421.0,1652.3208000000002,65.06218673915478,22.539924897849602,2008.0,196391.29217948872,201391.29217948872,1,42408.996712020635,171734.483482725,2779.2339550165584,3344.632977338813,3473.746192642983,55.25284548541499,0.6050481698718744,-0.34444981854264617,-0.25396080468285676
CASA0001E,CASANARE ESTE-1,9919,Casanare,Llanos Orientales,5.283074,-71.772224,1255996.73436,1076117.401793,550.0,167.64000000000001,27.3618,116.0,46.66666666666667,2010.0,612.648,48.12128082754194,33.884842238188874,2009.0,355195.95303265343,360195.95303265343,1,37928.03906371255,148669.4978905108,2850.395088886338,3347.775971065147,3464.9550600575863,1.588382590658704,0.189799951805177,-0.013866515849831534,-0.16822767141491804
CASA0002E,CASANARE ESTE-2,10570,Casanare,Llanos Orientales,5.3126,-71.7577,1257597.8675,1079392.1963,555.0,169.16400000000002,27.35418,221.0,105.0,10122.0,3085.1856000000002,115.84375376432531,28.682090881120832,2009.0,356424.9322825807,361424.9322825807,1,37960.956616836236,148617.84339196203,2850.213265144679,3347.734001625291,3464.978704766396,1.129429888716885,0.18649174616834713,-0.011377734979526207,-0.16720306966195297
CASA0001,CASANARE-1,14628,Casanare,Llanos Orientales,6.140036,-71.708414,1262685.06914,1170992.717193,742.0,226.16160000000002,27.069192,235.0,112.77777777777779,14624.999999999998,4457.7,126.84489892408652,22.38277742425164,2009.0,363772.7610459001,368772.7610459001,1,36739.93455601668,140788.57806002552,2840.6979272447547,3342.558859716272,3463.9944362521073,1.8041127233474008,0.22587738757171047,-0.0359259422804055,-0.18207514447679263
CASL0001,CASCAJALES-1,8440,Santander,Valle Medio del Magdalena,6.75732,-73.574464,1055992.022822,1238705.026415,786.0,239.5728,27.002136,202.0,94.44444444444444,10465.0,3189.732,105.66622141884956,24.661659794255307,2008.0,196588.36566788275,201588.36566788275,1,43992.51536790466,169249.57774905954,2787.0536869214507,3345.5211572487988,3473.505427463664,68.42652949364418,0.6876324010777609,-0.38491140218235775,-0.2941165721979384
CACT0001,CASCATAL-1,13330,Santander,Valle Medio del Magdalena,6.2767,-74.250253,981261.106488,1185527.242041,653.0,199.0344,27.204828,180.0,82.22222222222223,13330.0,4062.9840000000004,95.84908947323432,16.89503612941481,2008.0,105039.20469914818,110039.20469914818,1,39173.32550903945,188091.04914778937,2806.0884048007865,3348.3074099880796,3477.1651087804903,63.936843190909755,0.8381898894822251,-0.45576342383631563,-0.3778207535568756
CACT0002,CASCATAL-2,5990,Santander,Valle Medio del Magdalena,6.278297,-74.252603,981001.109911,1185703.959881,835.0,254.508,26.92746,130.0,54.44444444444445,5991.0,1826.0568,60.20319182980499,18.222725508760185,2008.0,104963.33106488269,109963.33106488269,1,39139.37927580878,188146.1687904957,2806.037281448523,3348.3225208892063,3477.174560444226,63.84259162005455,0.8376400868205025,-0.45539730693616876,-0.37765423722670016
CASI0001,CASIMENA-1,9700,Casanare,Llanos Orientales,4.757225,-72.117186,1217904.426191,1017801.563433,539.0,164.2872,27.378564,112.0,44.44444444444444,2435.0,742.188,46.27925394434975,25.466175610963457,2009.0,330055.09480051417,335055.09480051417,1,36432.145397292916,155934.78146980223,2856.196304973085,3349.4413499720727,3466.591137865468,10.836217032475375,0.27663200102618746,-0.07985730611581274,-0.19219702044910364
CASE0001,CASTILLA ESTE-1,7400,Meta,Llanos Orientales,3.859747,-73.633889,1049653.281701,918260.115093,,383.0,26.285,158.0,70.0,6360.0,1938.528,76.21748935253792,25.757940742944093,2009.0,181329.37647039103,186329.37647039103,2,35670.15145546136,186603.3094830969,2899.123805697324,3349.6553591131283,3475.1568865791874,24.8597781611084,0.6341811474982426,-0.351814442571028,-0.2840044053014614
CASN0001,CASTILLA NORTE-1,7700,Meta,Llanos Orientales,3.876374,-73.630967,1049976.873004,920098.987636,,389.0,26.255,158.0,70.0,6520.0,1987.296,76.41784787444794,25.24175959416612,2009.0,181032.03331944539,186032.03331944539,2,35719.77419350086,186442.11630834,2898.5387752303022,3349.648574137503,3475.128514947413,25.33726472693727,0.6368462454979081,-0.35291827406570686,-0.2855734710658961
CASN0010,CASTILLA NORTE-10,8585,Meta,Llanos Orientales,3.878415,-73.624221,1050726.003516,920325.002047,1306.0,398.0688,26.209656,180.0,82.22222222222223,8585.0,2616.708,91.23978430761115,24.851885769299116,2009.0,181668.20608547275,186668.20608547275,2,35686.08961403469,186353.92535173515,2898.3047091912945,3349.6417500636444,3475.1106015315654,25.33111118253419,0.6354774291014182,-0.35189625570415595,-0.28523691568850507
CASN0011,CASTILLA NORTE-11,8500,Meta,Llanos Orientales,3.877971,-73.623555,1050800.005382,920275.997915,1305.0,397.764,26.21118,180.0,82.22222222222223,8500.0,2590.8,91.13435245803234,25.05912168366232,2009.0,181753.9913206487,186753.9913206487,2,35680.20639102669,186350.76180066622,2898.301827464885,3349.6413683871992,3475.109816848756,25.310476441585596,0.6352080734242977,-0.351731735943848,-0.2851329042365354
CASN0012,CASTILLA NORTE-12,8490,Meta,Llanos Orientales,3.8779,-73.6238,1050768.0003,920264.0044,1305.0,397.764,26.21118,201.0,93.8888888888889,7631.0,2325.9288,101.70985767316469,32.45958245719503,2009.0,181730.7581551877,186730.7581551877,2,35681.380751507444,186354.0081418646,2898.3102808563353,3349.6416290961174,3475.110484941378,25.31076938522995,0.6352584526735543,-0.35176919909224685,-0.28514544273775994
CASN0013,CASTILLA NORTE-13,8250,Meta,Llanos Orientales,3.8781,-73.6242,1050729.9999,920288.0028,1306.0,398.0688,26.209656,165.0,73.88888888888889,7717.0,2352.1416,81.81856276681565,23.641819338944412,2009.0,181681.60233297123,186681.60233297123,2,35684.635560794835,186356.49764262405,2898.3141134812627,3349.6418921525906,3475.1110631342235,25.321086867629678,0.6354063662580802,-0.35186144627972377,-0.2852005931832991
CASN0014,CASTILLA NORTE-14,8475,Meta,Llanos Orientales,3.888499,-73.627223,1050392.005345,921439.996689,1400.0,426.72,26.066399999999998,183.0,83.88888888888889,8475.0,2583.1800000000003,92.7699511963711,25.822262171575765,2009.0,180997.05001231463,185997.05001231463,2,35748.23674769347,186295.33758813466,2898.061069474239,3349.6388798023536,3475.1008050243604,25.67697178760792,0.6383750825430954,-0.3534343242446556,-0.28659531572364144
CASN0015,CASTILLA NORTE-15,7738,Meta,Llanos Orientales,3.888535,-73.626899,1050428.001896,921443.997054,1400.0,426.72,26.066399999999998,184.0,84.44444444444444,7738.000000000001,2358.5424000000003,92.40064891088268,28.12510341594142,2009.0,181029.9146381692,186029.9146381692,2,35746.33809562148,186291.43489400164,2898.0516500312515,3349.638536588707,3475.0999802126753,25.674853238816944,0.6382965179158251,-0.3533791230567008,-0.286572450190885
CASN0016,CASTILLA NORTE-16,8440,Meta,Llanos Orientales,3.892046,-73.631119,1049959.001441,921831.9957,1400.0,426.72,26.066399999999998,190.0,87.77777777777779,8440.0,2572.512,96.6153022074939,27.424129491910588,2009.0,180462.92287520884,185462.92287520884,2,35789.45123656907,186305.66209094803,2898.047102615075,3349.640505583342,3475.1039550234686,25.82752007547214,0.6401500144547525,-0.3544905587575565,-0.2873092928959183
CASN0019,CASTILLA NORTE-19,8592,Meta,Llanos Orientales,3.889213,-73.626466,1050476.000543,921518.998886,1400.0,426.72,26.066399999999998,197.0,91.66666666666667,8592.0,2618.8416,100.6928971791145,28.49599501516796,2009.0,181051.84648717198,186051.84648717198,2,35746.5921943015,186280.3855799966,2898.0189274571017,3349.6376761739525,3475.097795472178,25.691835627226013,0.6383229279412794,-0.35336748483514635,-0.28661137402823883
CASN0002,CASTILLA NORTE-2,7850,Meta,Llanos Orientales,3.880144,-73.630653,1050011.539846,920515.90779,,391.0,26.244999999999997,180.0,82.22222222222223,7863.0,2396.6424,90.3362106464042,26.742083277173176,2009.0,180930.61212923055,185930.61212923055,2,35733.867169664016,186406.64279739352,2898.412680111779,3349.6466358673465,3475.1221194317036,25.450829715823687,0.6375462147060946,-0.3532324959940489,-0.2859607006779872
CASN0026,CASTILLA NORTE-26,8430,Meta,Llanos Orientales,3.885557,-73.638046,1049190.00265,921113.998878,1302.0,396.8496,26.215752,190.0,87.77777777777779,8430.0,2569.464,96.60285384719941,27.393690609091788,2009.0,179961.3564484974,184961.3564484974,2,35807.83294065082,186436.91612939505,2898.4278255515437,3349.6504479548234,3475.12980306351,25.69498847821677,0.6406356206751842,-0.35510425454821193,-0.28716916917623153
